t	stream	y_obs	y_pred_q05	y_pred_q25	y_pred_q50	y_pred_q75	y_pred_q95	log_score	crps	pit	ess
2184	joint	32	20.000000	27.000000	34.000000	41.000000	55.000000	-3.241795	2.572773	0.441000	1367.55
2184	weekly_cases	32	20.000000	27.000000	34.000000	41.000000	55.000000	-3.241795	2.572773	0.441000	1367.55
2191	joint	47	20.000000	28.000000	34.000000	41.000000	53.000000	-4.107268	7.914257	0.880000	801.83
2191	weekly_cases	47	20.000000	28.000000	34.000000	41.000000	53.000000	-4.107268	7.914257	0.880000	801.83
2198	joint	43	25.000000	33.000000	40.000000	48.000000	61.000000	-3.403637	2.876893	0.624500	1408.94
2198	weekly_cases	43	25.000000	33.000000	40.000000	48.000000	61.000000	-3.403637	2.876893	0.624500	1408.94
2205	joint	54	24.000000	33.000000	39.000000	46.000000	58.000000	-4.332142	9.569046	0.911000	749.58
2205	weekly_cases	54	24.000000	33.000000	39.000000	46.000000	58.000000	-4.332142	9.569046	0.911000	749.58
2212	joint	36	28.000000	38.000000	46.000000	54.000000	69.000000	-3.608374	5.846756	0.194500	1101.06
2212	weekly_cases	36	28.000000	38.000000	46.000000	54.000000	69.000000	-3.608374	5.846756	0.194500	1101.06
2219	joint	24	26.000000	35.000000	42.000000	50.000000	64.000000	-4.706746	12.667499	0.035000	389.48
2219	weekly_cases	24	26.000000	35.000000	42.000000	50.000000	64.000000	-4.706746	12.667499	0.035000	389.48
2226	joint	42	19.000000	27.000000	34.000000	41.000000	53.050000	-3.679251	4.764704	0.783500	1090.76
2226	weekly_cases	42	19.000000	27.000000	34.000000	41.000000	53.050000	-3.679251	4.764704	0.783500	1090.76
2233	joint	38	25.000000	33.000000	41.000000	49.000000	65.000000	-3.357644	3.092509	0.420500	1369.45
2233	weekly_cases	38	25.000000	33.000000	41.000000	49.000000	65.000000	-3.357644	3.092509	0.420500	1369.45
2240	joint	71	25.000000	34.000000	42.000000	50.000000	64.050000	-5.727739	21.746948	0.976500	242.03
2240	weekly_cases	71	25.000000	34.000000	42.000000	50.000000	64.050000	-5.727739	21.746948	0.976500	242.03
2247	joint	45	42.000000	56.000000	68.000000	80.000000	99.050000	-4.609251	14.871024	0.079500	578.62
2247	weekly_cases	45	42.000000	56.000000	68.000000	80.000000	99.050000	-4.609251	14.871024	0.079500	578.62
2254	joint	75	36.000000	48.000000	57.000000	68.000000	86.000000	-4.453123	10.900387	0.860500	843.66
2254	weekly_cases	75	36.000000	48.000000	57.000000	68.000000	86.000000	-4.453123	10.900387	0.860500	843.66
2261	joint	60	48.000000	61.000000	73.000000	86.000000	110.000000	-3.941588	7.921457	0.231000	1171.82
2261	weekly_cases	60	48.000000	61.000000	73.000000	86.000000	110.000000	-3.941588	7.921457	0.231000	1171.82
2268	joint	54	44.000000	58.000000	69.000000	81.000000	103.000000	-4.048405	9.221678	0.182500	1010.43
2268	weekly_cases	54	44.000000	58.000000	69.000000	81.000000	103.000000	-4.048405	9.221678	0.182500	1010.43
2275	joint	98	39.000000	52.000000	62.000000	74.000000	94.000000	-5.724785	25.533483	0.972500	336.85
2275	weekly_cases	98	39.000000	52.000000	62.000000	74.000000	94.000000	-5.724785	25.533483	0.972500	336.85
2282	joint	118	61.000000	80.000000	93.000000	109.000000	137.000000	-4.761381	14.766741	0.855000	906.29
2282	weekly_cases	118	61.000000	80.000000	93.000000	109.000000	137.000000	-4.761381	14.766741	0.855000	906.29
2289	joint	91	81.000000	102.000000	120.000000	139.000000	180.000000	-4.673527	18.080682	0.123500	877.32
2289	weekly_cases	91	81.000000	102.000000	120.000000	139.000000	180.000000	-4.673527	18.080682	0.123500	877.32
2296	joint	171	73.000000	90.000000	107.000000	125.000000	155.000000	-6.725351	47.723498	0.980000	217.94
2296	weekly_cases	171	73.000000	90.000000	107.000000	125.000000	155.000000	-6.725351	47.723498	0.980000	217.94
2303	joint	174	109.950000	135.000000	157.000000	183.000000	226.000000	-4.675693	11.285124	0.668000	1342.98
2303	weekly_cases	174	109.950000	135.000000	157.000000	183.000000	226.000000	-4.675693	11.285124	0.668000	1342.98
2310	joint	203	113.000000	138.000000	158.000000	182.250000	225.050000	-5.342930	27.472049	0.886500	857.39
2310	weekly_cases	203	113.000000	138.000000	158.000000	182.250000	225.050000	-5.342930	27.472049	0.886500	857.39
2317	joint	141	127.000000	155.000000	178.000000	206.000000	246.000000	-4.964759	23.488388	0.127500	1002.78
2317	weekly_cases	141	127.000000	155.000000	178.000000	206.000000	246.000000	-4.964759	23.488388	0.127500	1002.78
2324	joint	262	109.000000	137.000000	158.000000	183.000000	230.000000	-7.494755	80.256115	0.986500	146.10
2324	weekly_cases	262	109.000000	137.000000	158.000000	183.000000	230.000000	-7.494755	80.256115	0.986500	146.10
2331	joint	366	183.000000	227.000000	262.000000	308.000000	377.000000	-6.321116	67.692257	0.935000	540.91
2331	weekly_cases	366	183.000000	227.000000	262.000000	308.000000	377.000000	-6.321116	67.692257	0.935000	540.91
2338	joint	463	271.950000	333.000000	383.500000	437.000000	523.050000	-5.890348	47.765141	0.838000	1049.67
2338	weekly_cases	463	271.950000	333.000000	383.500000	437.000000	523.050000	-5.890348	47.765141	0.838000	1049.67
2345	joint	478	341.000000	416.000000	476.000000	550.250000	677.100000	-5.525862	23.836628	0.513000	1491.98
2345	weekly_cases	478	341.000000	416.000000	476.000000	550.250000	677.100000	-5.525862	23.836628	0.513000	1491.98
2352	joint	613	361.000000	437.000000	500.000000	575.250000	696.000000	-6.223219	66.091330	0.839000	979.59
2352	weekly_cases	613	361.000000	437.000000	500.000000	575.250000	696.000000	-6.223219	66.091330	0.839000	979.59
2359	joint	529	448.950000	545.000000	623.500000	708.000000	866.000000	-5.894163	57.132999	0.203500	1221.10
2359	weekly_cases	529	448.950000	545.000000	623.500000	708.000000	866.000000	-5.894163	57.132999	0.203500	1221.10
2366	joint	645	415.000000	502.000000	579.500000	665.000000	813.000000	-5.961490	41.666984	0.698000	1276.50
2366	weekly_cases	645	415.000000	502.000000	579.500000	665.000000	813.000000	-5.961490	41.666984	0.698000	1276.50
2373	joint	626	470.950000	574.750000	658.500000	752.000000	910.050000	-5.791678	34.010761	0.400000	1468.37
2373	weekly_cases	626	470.950000	574.750000	658.500000	752.000000	910.050000	-5.791678	34.010761	0.400000	1468.37
2380	joint	649	472.000000	573.000000	663.000000	757.000000	942.000000	-5.825440	32.844913	0.468500	1477.07
2380	weekly_cases	649	472.000000	573.000000	663.000000	757.000000	942.000000	-5.825440	32.844913	0.468500	1477.07
2387	joint	647	482.000000	588.000000	670.000000	768.000000	940.000000	-5.821915	33.349642	0.436500	1479.55
2387	weekly_cases	647	482.000000	588.000000	670.000000	768.000000	940.000000	-5.821915	33.349642	0.436500	1479.55
2394	joint	601	476.000000	581.750000	671.000000	770.000000	938.000000	-5.868799	46.549035	0.304500	1358.90
2394	weekly_cases	601	476.000000	581.750000	671.000000	770.000000	938.000000	-5.868799	46.549035	0.304500	1358.90
2401	joint	580	435.950000	528.000000	606.000000	693.000000	837.050000	-5.700876	30.301458	0.416500	1506.13
2401	weekly_cases	580	435.950000	528.000000	606.000000	693.000000	837.050000	-5.700876	30.301458	0.416500	1506.13
2408	joint	664	390.000000	469.000000	527.000000	594.250000	710.000000	-6.515308	86.191944	0.897000	864.99
2408	weekly_cases	664	390.000000	469.000000	527.000000	594.250000	710.000000	-6.515308	86.191944	0.897000	864.99
2415	joint	474	405.950000	480.000000	538.000000	606.000000	712.050000	-5.631705	40.056289	0.231000	1420.77
2415	weekly_cases	474	405.950000	480.000000	538.000000	606.000000	712.050000	-5.631705	40.056289	0.231000	1420.77
2422	joint	362	329.000000	386.000000	438.000000	497.000000	586.000000	-5.688412	47.125013	0.145000	1164.11
2422	weekly_cases	362	329.000000	386.000000	438.000000	497.000000	586.000000	-5.688412	47.125013	0.145000	1164.11
2429	joint	316	248.000000	300.000000	339.500000	384.000000	464.000000	-5.047208	18.286522	0.358500	1573.38
2429	weekly_cases	316	248.000000	300.000000	339.500000	384.000000	464.000000	-5.047208	18.286522	0.358500	1573.38
2436	joint	199	205.000000	245.000000	276.000000	313.000000	375.000000	-6.096777	54.445712	0.037500	632.78
2436	weekly_cases	199	205.000000	245.000000	276.000000	313.000000	375.000000	-6.096777	54.445712	0.037500	632.78
2443	joint	162	142.000000	175.000000	200.000000	227.000000	270.000000	-4.977591	23.178931	0.151000	1092.89
2443	weekly_cases	162	142.000000	175.000000	200.000000	227.000000	270.000000	-4.977591	23.178931	0.151000	1092.89
2450	joint	146	108.000000	133.000000	151.000000	173.000000	211.000000	-4.295327	7.402528	0.434000	1610.08
2450	weekly_cases	146	108.000000	133.000000	151.000000	173.000000	211.000000	-4.295327	7.402528	0.434000	1610.08
2457	joint	201	97.000000	121.000000	139.000000	162.000000	203.000000	-6.095288	42.043370	0.947500	433.26
2457	weekly_cases	201	97.000000	121.000000	139.000000	162.000000	203.000000	-6.095288	42.043370	0.947500	433.26
2464	joint	217	141.000000	172.000000	203.000000	240.000000	308.000000	-4.905446	13.435060	0.610000	1310.81
2464	weekly_cases	217	141.000000	172.000000	203.000000	240.000000	308.000000	-4.905446	13.435060	0.610000	1310.81
2471	joint	289	164.950000	205.000000	240.000000	278.000000	353.050000	-5.469835	29.139135	0.799000	1016.99
2471	weekly_cases	289	164.950000	205.000000	240.000000	278.000000	353.050000	-5.469835	29.139135	0.799000	1016.99
2478	joint	303	219.000000	268.000000	311.000000	360.000000	452.150000	-5.128233	16.515835	0.461500	1428.20
2478	weekly_cases	303	219.000000	268.000000	311.000000	360.000000	452.150000	-5.128233	16.515835	0.461500	1428.20
2485	joint	366	234.000000	289.000000	337.000000	392.000000	487.050000	-5.385190	21.902481	0.644500	1336.44
2485	weekly_cases	366	234.000000	289.000000	337.000000	392.000000	487.050000	-5.385190	21.902481	0.644500	1336.44
2492	joint	471	279.000000	341.000000	397.000000	462.000000	569.050000	-5.831556	43.578104	0.780000	1098.93
2492	weekly_cases	471	279.000000	341.000000	397.000000	462.000000	569.050000	-5.831556	43.578104	0.780000	1098.93
2499	joint	512	359.000000	432.000000	500.000000	574.000000	709.300000	-5.578190	24.520764	0.550000	1475.67
2499	weekly_cases	512	359.000000	432.000000	500.000000	574.000000	709.300000	-5.578190	24.520764	0.550000	1475.67
2506	joint	544	374.000000	450.000000	515.000000	585.000000	706.000000	-5.616949	26.966017	0.630500	1502.03
2506	weekly_cases	544	374.000000	450.000000	515.000000	585.000000	706.000000	-5.616949	26.966017	0.630500	1502.03
2513	joint	766	401.950000	484.000000	555.000000	631.250000	786.000000	-7.226202	143.486163	0.937000	503.21
2513	weekly_cases	766	401.950000	484.000000	555.000000	631.250000	786.000000	-7.226202	143.486163	0.937000	503.21
2520	joint	827	558.000000	697.000000	807.000000	928.250000	1149.050000	-6.063141	41.039461	0.555500	1441.68
2520	weekly_cases	827	558.000000	697.000000	807.000000	928.250000	1149.050000	-6.063141	41.039461	0.555500	1441.68
2527	joint	1210	647.000000	798.000000	906.000000	1033.250000	1253.100000	-7.490045	199.700377	0.928000	597.40
2527	weekly_cases	1210	647.000000	798.000000	906.000000	1033.250000	1253.100000	-7.490045	199.700377	0.928000	597.40
2534	joint	1236	916.950000	1110.000000	1272.000000	1454.000000	1787.100000	-6.453869	62.686545	0.440500	1482.56
2534	weekly_cases	1236	916.950000	1110.000000	1272.000000	1454.000000	1787.100000	-6.453869	62.686545	0.440500	1482.56
2541	joint	1534	973.850000	1183.750000	1353.000000	1536.000000	1903.050000	-6.860685	108.774985	0.748500	1247.24
2541	weekly_cases	1534	973.850000	1183.750000	1353.000000	1536.000000	1903.050000	-6.860685	108.774985	0.748500	1247.24
2548	joint	1556	1156.900000	1400.750000	1598.000000	1829.250000	2218.300000	-6.687297	77.112099	0.439500	1486.31
2548	weekly_cases	1556	1156.900000	1400.750000	1598.000000	1829.250000	2218.300000	-6.687297	77.112099	0.439500	1486.31
2555	joint	1922	1198.950000	1452.500000	1654.000000	1891.000000	2302.000000	-7.174388	155.561607	0.779000	1165.73
2555	weekly_cases	1922	1198.950000	1452.500000	1654.000000	1891.000000	2302.000000	-7.174388	155.561607	0.779000	1165.73
2562	joint	2753	1339.950000	1593.750000	1805.500000	2052.250000	2427.150000	-9.771841	730.001869	0.990000	181.38
2562	weekly_cases	2753	1339.950000	1593.750000	1805.500000	2052.250000	2427.150000	-9.771841	730.001869	0.990000	181.38
2569	joint	2425	1755.850000	2074.000000	2316.000000	2558.000000	2950.200000	-6.927339	97.426989	0.630000	1702.00
2569	weekly_cases	2425	1755.850000	2074.000000	2316.000000	2558.000000	2950.200000	-6.927339	97.426989	0.630000	1702.00
2576	joint	2185	1698.700000	2027.000000	2295.000000	2587.000000	3085.200000	-6.921469	108.887124	0.386500	1598.02
2576	weekly_cases	2185	1698.700000	2027.000000	2295.000000	2587.000000	3085.200000	-6.921469	108.887124	0.386500	1598.02
2583	joint	2210	1606.000000	1967.750000	2230.000000	2567.000000	3105.100000	-6.986509	103.476092	0.482000	1521.64
2583	weekly_cases	2210	1606.000000	1967.750000	2230.000000	2567.000000	3105.100000	-6.986509	103.476092	0.482000	1521.64
2590	joint	2368	1625.950000	1950.750000	2261.000000	2578.250000	3064.050000	-7.091396	116.802514	0.597500	1474.92
2590	weekly_cases	2368	1625.950000	1950.750000	2261.000000	2578.250000	3064.050000	-7.091396	116.802514	0.597500	1474.92
2597	joint	2929	1735.000000	2088.750000	2387.000000	2726.500000	3272.150000	-7.848460	324.495812	0.856500	936.42
2597	weekly_cases	2929	1735.000000	2088.750000	2387.000000	2726.500000	3272.150000	-7.848460	324.495812	0.856500	936.42
2604	joint	3178	2072.850000	2526.000000	2881.000000	3308.500000	4000.050000	-7.474319	190.398221	0.685000	1361.73
2604	weekly_cases	3178	2072.850000	2526.000000	2881.000000	3308.500000	4000.050000	-7.474319	190.398221	0.685000	1361.73
2611	joint	3746	2323.000000	2793.000000	3201.500000	3615.750000	4331.200000	-7.851038	319.249367	0.793000	1154.49
2611	weekly_cases	3746	2323.000000	2793.000000	3201.500000	3615.750000	4331.200000	-7.851038	319.249367	0.793000	1154.49
2618	joint	3315	2679.950000	3207.500000	3611.500000	4091.000000	4934.200000	-7.439539	212.602797	0.304000	1492.65
2618	weekly_cases	3315	2679.950000	3207.500000	3611.500000	4091.000000	4934.200000	-7.439539	212.602797	0.304000	1492.65
2625	joint	3501	2473.900000	2990.750000	3370.500000	3798.250000	4565.000000	-7.398158	152.478114	0.580500	1569.95
2625	weekly_cases	3501	2473.900000	2990.750000	3370.500000	3798.250000	4565.000000	-7.398158	152.478114	0.580500	1569.95
2632	joint	3136	2508.850000	3010.000000	3366.000000	3767.500000	4469.150000	-7.343169	175.451019	0.334500	1539.06
2632	weekly_cases	3136	2508.850000	3010.000000	3366.000000	3767.500000	4469.150000	-7.343169	175.451019	0.334500	1539.06
2639	joint	2518	2266.900000	2723.000000	3094.000000	3507.500000	4204.000000	-7.690896	358.339246	0.133000	1047.58
2639	weekly_cases	2518	2266.900000	2723.000000	3094.000000	3507.500000	4204.000000	-7.690896	358.339246	0.133000	1047.58
2646	joint	2360	1873.900000	2246.000000	2560.000000	2903.000000	3522.050000	-7.104562	145.923382	0.339500	1481.96
2646	weekly_cases	2360	1873.900000	2246.000000	2560.000000	2903.000000	3522.050000	-7.104562	145.923382	0.339500	1481.96
2653	joint	2083	1670.950000	1984.000000	2267.000000	2558.250000	3058.100000	-6.967933	129.879179	0.331500	1484.26
2653	weekly_cases	2083	1670.950000	1984.000000	2267.000000	2558.250000	3058.100000	-6.967933	129.879179	0.331500	1484.26
2660	joint	1610	1488.800000	1765.000000	2002.000000	2280.500000	2752.050000	-7.296833	248.313579	0.113500	1010.56
2660	weekly_cases	1610	1488.800000	1765.000000	2002.000000	2280.500000	2752.050000	-7.296833	248.313579	0.113500	1010.56
2667	joint	1211	1172.950000	1391.000000	1574.000000	1794.000000	2138.100000	-7.373660	242.781201	0.072500	818.98
2667	weekly_cases	1211	1172.950000	1391.000000	1574.000000	1794.000000	2138.100000	-7.373660	242.781201	0.072500	818.98
2674	joint	1017	862.950000	1011.000000	1131.000000	1274.000000	1510.050000	-6.292132	72.726155	0.260500	1461.85
2674	weekly_cases	1017	862.950000	1011.000000	1131.000000	1274.000000	1510.050000	-6.292132	72.726155	0.260500	1461.85
2681	joint	871	674.950000	797.000000	901.500000	1010.000000	1185.050000	-5.935599	38.858708	0.428500	1681.82
2681	weekly_cases	871	674.950000	797.000000	901.500000	1010.000000	1185.050000	-5.935599	38.858708	0.428500	1681.82
2688	joint	881	581.000000	698.750000	795.000000	904.000000	1078.150000	-6.188594	53.904672	0.703500	1380.87
2688	weekly_cases	881	581.000000	698.750000	795.000000	904.000000	1078.150000	-6.188594	53.904672	0.703500	1380.87
2695	joint	701	586.000000	707.000000	810.000000	923.000000	1106.000000	-6.110746	66.963761	0.230000	1281.04
2695	weekly_cases	701	586.000000	707.000000	810.000000	923.000000	1106.000000	-6.110746	66.963761	0.230000	1281.04
2702	joint	748	506.950000	606.000000	698.000000	792.000000	983.000000	-5.975824	39.735111	0.656000	1458.05
2702	weekly_cases	748	506.950000	606.000000	698.000000	792.000000	983.000000	-5.975824	39.735111	0.656000	1458.05
2709	joint	540	512.000000	615.000000	701.000000	801.000000	981.100000	-6.452871	104.695757	0.082500	860.95
2709	weekly_cases	540	512.000000	615.000000	701.000000	801.000000	981.100000	-6.452871	104.695757	0.082500	860.95
2716	joint	420	409.000000	495.000000	559.000000	641.000000	771.100000	-6.452110	94.703841	0.067500	738.85
2716	weekly_cases	420	409.000000	495.000000	559.000000	641.000000	771.100000	-6.452110	94.703841	0.067500	738.85
2723	joint	426	317.000000	383.000000	436.000000	496.000000	603.050000	-5.342915	20.075533	0.450500	1550.65
2723	weekly_cases	426	317.000000	383.000000	436.000000	496.000000	603.050000	-5.342915	20.075533	0.450500	1550.65
2730	joint	335	293.000000	354.000000	406.000000	465.000000	550.000000	-5.594716	43.521750	0.174500	1110.25
2730	weekly_cases	335	293.000000	354.000000	406.000000	465.000000	550.000000	-5.594716	43.521750	0.174500	1110.25
2737	joint	230	241.000000	292.000000	337.000000	386.000000	467.050000	-6.584383	74.840931	0.029000	492.07
2737	weekly_cases	230	241.000000	292.000000	337.000000	386.000000	467.050000	-6.584383	74.840931	0.029000	492.07
2744	joint	226	183.000000	221.000000	255.000000	289.000000	354.000000	-4.879311	18.157246	0.292000	1403.83
2744	weekly_cases	226	183.000000	221.000000	255.000000	289.000000	354.000000	-4.879311	18.157246	0.292000	1403.83
2751	joint	187	156.000000	191.000000	220.000000	251.000000	308.000000	-4.864035	20.044904	0.227500	1254.46
2751	weekly_cases	187	156.000000	191.000000	220.000000	251.000000	308.000000	-4.864035	20.044904	0.227500	1254.46
2758	joint	155	133.000000	163.000000	187.000000	214.000000	263.050000	-4.797121	19.479040	0.182500	1165.90
2758	weekly_cases	155	133.000000	163.000000	187.000000	214.000000	263.050000	-4.797121	19.479040	0.182500	1165.90
2765	joint	114	107.000000	135.000000	155.000000	177.000000	219.000000	-5.152419	26.529011	0.088500	768.50
2765	weekly_cases	114	107.000000	135.000000	155.000000	177.000000	219.000000	-5.152419	26.529011	0.088500	768.50
2772	joint	93	79.000000	97.000000	112.000000	129.000000	157.000000	-4.338020	11.735041	0.192000	1196.49
2772	weekly_cases	93	79.000000	97.000000	112.000000	129.000000	157.000000	-4.338020	11.735041	0.192000	1196.49
2779	joint	69	59.000000	74.000000	85.000000	98.000000	120.000000	-4.114296	9.973170	0.174000	1182.40
2779	weekly_cases	69	59.000000	74.000000	85.000000	98.000000	120.000000	-4.114296	9.973170	0.174000	1182.40
2786	joint	58	43.000000	55.000000	65.000000	75.000000	91.000000	-3.590914	4.618526	0.330000	1512.36
2786	weekly_cases	58	43.000000	55.000000	65.000000	75.000000	91.000000	-3.590914	4.618526	0.330000	1512.36
2793	joint	51	33.000000	43.000000	50.000000	58.000000	72.000000	-3.376744	2.660687	0.560000	1599.78
2793	weekly_cases	51	33.000000	43.000000	50.000000	58.000000	72.000000	-3.376744	2.660687	0.560000	1599.78
2800	joint	68	27.000000	35.000000	42.000000	49.000000	62.000000	-5.780029	19.513322	0.981500	263.57
2800	weekly_cases	68	27.000000	35.000000	42.000000	49.000000	62.000000	-5.780029	19.513322	0.981500	263.57
2807	joint	50	30.000000	38.000000	46.000000	54.000000	66.000000	-3.436591	3.174147	0.648000	1497.25
2807	weekly_cases	50	30.000000	38.000000	46.000000	54.000000	66.000000	-3.436591	3.174147	0.648000	1497.25
2814	joint	35	27.000000	34.000000	41.000000	48.000000	59.000000	-3.300985	3.529903	0.302500	1390.82
2814	weekly_cases	35	27.000000	34.000000	41.000000	48.000000	59.000000	-3.300985	3.529903	0.302500	1390.82
2821	joint	41	21.000000	29.000000	36.000000	42.000000	53.000000	-3.450798	3.452994	0.731500	1303.05
2821	weekly_cases	41	21.000000	29.000000	36.000000	42.000000	53.000000	-3.450798	3.452994	0.731500	1303.05
2828	joint	18	23.000000	31.000000	38.000000	46.000000	59.000000	-5.450488	14.769007	0.015000	182.73
2828	weekly_cases	18	23.000000	31.000000	38.000000	46.000000	59.000000	-5.450488	14.769007	0.015000	182.73
2835	joint	22	16.000000	22.000000	28.000000	34.000000	45.000000	-3.168154	3.501267	0.270500	1144.58
2835	weekly_cases	22	16.000000	22.000000	28.000000	34.000000	45.000000	-3.168154	3.501267	0.270500	1144.58
2842	joint	32	13.950000	20.000000	24.000000	30.000000	41.000000	-3.545910	4.386896	0.824000	1007.66
2842	weekly_cases	32	13.950000	20.000000	24.000000	30.000000	41.000000	-3.545910	4.386896	0.824000	1007.66
2849	joint	71	17.000000	25.000000	31.000000	38.000000	52.000000	-7.989016	33.103713	0.998000	46.80
2849	weekly_cases	71	17.000000	25.000000	31.000000	38.000000	52.000000	-7.989016	33.103713	0.998000	46.80
2856	joint	53	41.000000	52.000000	62.000000	74.000000	92.000000	-3.713214	5.690503	0.278500	1259.63
2856	weekly_cases	53	41.000000	52.000000	62.000000	74.000000	92.000000	-3.713214	5.690503	0.278500	1259.63
2863	joint	65	39.000000	50.000000	60.000000	71.000000	90.000000	-3.753462	4.221455	0.630500	1381.34
2863	weekly_cases	65	39.000000	50.000000	60.000000	71.000000	90.000000	-3.753462	4.221455	0.630500	1381.34
2870	joint	50	41.000000	53.000000	63.000000	74.000000	91.000000	-3.864891	7.669230	0.194000	1121.94
2870	weekly_cases	50	41.000000	53.000000	63.000000	74.000000	91.000000	-3.864891	7.669230	0.194000	1121.94
2877	joint	47	35.000000	47.000000	55.000000	65.000000	82.000000	-3.633994	5.112665	0.279500	1277.10
2877	weekly_cases	47	35.000000	47.000000	55.000000	65.000000	82.000000	-3.633994	5.112665	0.279500	1277.10
2884	joint	22	32.000000	43.000000	52.000000	62.000000	79.000000	-6.957021	23.355049	0.002500	70.65
2884	weekly_cases	22	32.000000	43.000000	52.000000	62.000000	79.000000	-6.957021	23.355049	0.002500	70.65
2891	joint	28	21.000000	28.000000	35.000000	42.000000	54.000000	-3.283899	3.980018	0.265000	1202.03
2891	weekly_cases	28	21.000000	28.000000	35.000000	42.000000	54.000000	-3.283899	3.980018	0.265000	1202.03
2898	joint	30	20.000000	27.000000	32.000000	39.000000	51.000000	-3.103205	2.417855	0.411000	1445.39
2898	weekly_cases	30	20.000000	27.000000	32.000000	39.000000	51.000000	-3.103205	2.417855	0.411000	1445.39
2905	joint	16	19.000000	27.000000	33.000000	40.000000	51.050000	-4.995035	12.226248	0.018500	236.47
2905	weekly_cases	16	19.000000	27.000000	33.000000	40.000000	51.050000	-4.995035	12.226248	0.018500	236.47
2912	joint	28	14.000000	20.000000	25.000000	31.000000	41.000000	-3.141716	2.394440	0.667000	1308.52
2912	weekly_cases	28	14.000000	20.000000	25.000000	31.000000	41.000000	-3.141716	2.394440	0.667000	1308.52
2919	joint	19	16.000000	22.000000	27.000000	34.000000	45.000000	-3.421052	5.370224	0.145500	873.81
2919	weekly_cases	19	16.000000	22.000000	27.000000	34.000000	45.000000	-3.421052	5.370224	0.145500	873.81
2926	joint	46	13.000000	18.000000	23.000000	28.000000	36.000000	-6.567059	18.719648	0.995000	87.83
2926	weekly_cases	46	13.000000	18.000000	23.000000	28.000000	36.000000	-6.567059	18.719648	0.995000	87.83
2933	joint	33	20.000000	27.000000	34.000000	40.000000	51.000000	-3.143099	2.237248	0.496000	1478.05
2933	weekly_cases	33	20.000000	27.000000	34.000000	40.000000	51.000000	-3.143099	2.237248	0.496000	1478.05
2940	joint	44	19.000000	27.000000	33.000000	40.000000	51.000000	-3.883434	6.437839	0.870000	936.51
2940	weekly_cases	44	19.000000	27.000000	33.000000	40.000000	51.000000	-3.883434	6.437839	0.870000	936.51
2947	joint	41	25.000000	34.000000	41.000000	50.000000	64.000000	-3.388731	2.790891	0.509500	1385.08
2947	weekly_cases	41	25.000000	34.000000	41.000000	50.000000	64.000000	-3.388731	2.790891	0.509500	1385.08
2954	joint	50	27.000000	36.000000	44.000000	53.000000	68.000000	-3.653042	4.056053	0.695500	1247.94
2954	weekly_cases	50	27.000000	36.000000	44.000000	53.000000	68.000000	-3.653042	4.056053	0.695500	1247.94
2961	joint	65	32.000000	43.000000	51.000000	61.000000	79.000000	-4.140124	7.989528	0.827500	981.74
2961	weekly_cases	65	32.000000	43.000000	51.000000	61.000000	79.000000	-4.140124	7.989528	0.827500	981.74
2968	joint	103	42.000000	56.000000	66.000000	78.000000	97.000000	-5.814730	26.863298	0.972500	312.35
2968	weekly_cases	103	42.000000	56.000000	66.000000	78.000000	97.000000	-5.814730	26.863298	0.972500	312.35
2975	joint	123	66.000000	84.000000	100.000000	118.000000	152.000000	-4.668303	13.276475	0.801000	1029.85
2975	weekly_cases	123	66.000000	84.000000	100.000000	118.000000	152.000000	-4.668303	13.276475	0.801000	1029.85
2982	joint	153	85.000000	108.000000	126.000000	148.250000	187.000000	-4.862363	15.388195	0.796500	1031.52
2982	weekly_cases	153	85.000000	108.000000	126.000000	148.250000	187.000000	-4.862363	15.388195	0.796500	1031.52
2989	joint	218	110.000000	137.000000	159.000000	185.250000	232.000000	-5.743969	38.126179	0.917000	614.24
2989	weekly_cases	218	110.000000	137.000000	159.000000	185.250000	232.000000	-5.743969	38.126179	0.917000	614.24
2996	joint	256	156.000000	192.000000	223.000000	258.000000	316.050000	-5.136331	19.387741	0.743500	1234.42
2996	weekly_cases	256	156.000000	192.000000	223.000000	258.000000	316.050000	-5.136331	19.387741	0.743500	1234.42
3003	joint	201	184.000000	230.000000	268.000000	310.000000	384.000000	-5.539350	42.812336	0.104500	798.24
3003	weekly_cases	201	184.000000	230.000000	268.000000	310.000000	384.000000	-5.539350	42.812336	0.104500	798.24
3010	joint	270	164.000000	203.000000	235.000000	271.000000	333.000000	-5.214241	20.470423	0.747500	1189.10
3010	weekly_cases	270	164.000000	203.000000	235.000000	271.000000	333.000000	-5.214241	20.470423	0.747500	1189.10
3017	joint	231	193.000000	239.000000	277.000000	321.000000	395.050000	-5.168223	28.489310	0.210500	1137.39
3017	weekly_cases	231	193.000000	239.000000	277.000000	321.000000	395.050000	-5.168223	28.489310	0.210500	1137.39
3024	joint	210	179.000000	219.000000	256.000000	295.250000	365.000000	-5.132275	27.776141	0.191500	1109.22
3024	weekly_cases	210	179.000000	219.000000	256.000000	295.250000	365.000000	-5.132275	27.776141	0.191500	1109.22
3031	joint	294	162.000000	197.000000	227.000000	263.000000	332.050000	-5.843358	41.099150	0.880500	750.57
3031	weekly_cases	294	162.000000	197.000000	227.000000	263.000000	332.050000	-5.843358	41.099150	0.880500	750.57
3038	joint	275	190.000000	231.000000	267.000000	309.000000	372.000000	-4.967294	13.737303	0.562500	1503.54
